ИНДЕКС 1,"Угол нашивки, град",Шаг нашивки,Плотность нашивки,Соотношение матрица-наполнитель,"Плотность, кг/м3","модуль упругости, ГПа","Количество отвердителя, м.%","Содержание эпоксидных групп,%_2","Температура вспышки, С_2","Поверхностная плотность, г/м2","Модуль упругости при растяжении, ГПа","Прочность при растяжении, МПа","Потребление смолы, г/м2"
777,90,"8,5505597487","59,1675518215","2,6961307521","1952,8585098945","836,6608009395","145,080521777","22,0694328356","231,8498785213","59,7680605555","75,0305166469","3088,9057491717","270,9188527699"
778,90,"6,625779457","59,522186379","1,9412697306","2117,1821078811","466,9059595529","138,0762767708","26,0807900172","332,3934636747","282,576468338","69,0842355824","2781,3861566631","296,9016809616"
779,90,"5,5032092362","59,2229189776","2,1594061897","2014,6462291505","974,1891585795","104,0428771715","24,141653242","296,6325065159","667,7814355858","74,7855784215","2316,1167071724","219,1791546249"
780,90,"3,8816698554","70,9038994483","4,2308424765","2019,8879113134","474,4839756851","113,258674887","21,7641216713","272,1210455433","792,5815170524","73,0440162952","2015,3544416873","181,8621506253"
781,90,"4,8164693579","66,442575121","2,8631988261","2071,7850892574","841,9189047288","155,9088878379","22,3550520807","262,4585504726","433,4674476553","75,5166709735","2689,6357512862","140,2017411821"
782,90,"9,7101650374","63,4671857159","3,0902603953","1837,2521051204","836,118000424","156,0560438488","21,9264807084","373,5932711736","734,1447402314","69,2484760452","2301,8665776189","245,0039901659"
783,90,"2,6381719135","53,7655675177","2,4500881916","1915,0623423862","643,7810004663","82,1776290551","20,7362759546","269,0255004035","86,6464950471","66,8822194583","1250,392802205","202,7628071451"
784,90,"4,3314429103","71,6733966094","2,8150824593","1886,8640854724","1157,4301187066","113,3366150832","19,4447875129","346,6044272703","109,2929785447","76,9187892014","2717,9888108383","275,6808107676"
785,90,"6,5551699155","60,3223649022","0,5473910074","1931,7398316579","124,5077317152","121,1513463735","22,6675217981","277,9482918032","609,0043766156","76,0722522033","2486,6980934684","262,937030998"
786,90,"7,2315421493","66,9344010987","1,797133069","1961,0018301685","664,2311756195","96,488729829","25,1526217036","279,3322984934","705,7898085676","74,7337036467","2380,2585629197","245,5423173663"
787,90,"4,6989964864","70,9305916887","3,5649652638","1997,2945202573","859,5768275842","92,4019479248","23,2579684062","342,6067544207","105,651726811","73,0430819305","2071,9884760102","53,5489163607"
788,90,"8,2839544102","62,9794705354","2,6877892381","1903,1028437142","338,7894489748","106,713852364","23,5551290758","289,8009919347","260,0120816903","73,6825676539","2261,9174715733","174,8589754937"
789,90,"6,7263474039","43,5333210811","3,303694116","1922,3094837428","541,6152089515","128,0348973141","27,1517068661","322,9261031287","290,9455331481","75,1665958913","2076,9742636617","187,0355252808"
790,90,"7,6464456616","55,1369086497","3,8584878039","1906,5901853779","1103,3690573619","96,7956178017","23,3937719719","290,2000279711","825,3815644804","72,0133619222","2466,5057697528","248,7811856809"
791,90,"5,2563262788","46,966045111","3,4263680823","2028,0260736307","453,4588910243","105,6748520858","22,4156108892","413,2734182436","586,7150196465","74,8381366042","2334,6495148992","233,2933759073"
792,90,"6,6339240199","58,9149951713","3,7506159131","1973,5996791296","900,503937979","111,7707502516","20,9696340228","240,6976354479","318,8414977228","74,9432177464","2733,931712509","245,7413346407"
793,90,"5,9344719227","49,5803826675","3,0590706088","1924,1981061973","1105,6820172955","97,1258546827","21,1155609777","286,3020966092","632,4025141993","73,1709267664","3000,0780052297","197,7864497382"
794,90,"4,3972538572","42,6735349744","3,3774887575","1938,1873280028","1040,2754010177","73,5161617462","27,6337424774","300,8167165355","673,9955598979","70,2876479347","3325,8041360158","234,5900136193"
795,90,"11,078921996","60,5326183681","3,4348251576","1894,1209380764","731,0262046886","93,0954739071","21,5323410702","314,7616184632","562,0861461626","77,2564151961","2658,7302724909","175,1563174211"
796,90,"10,0269887314","62,6121212719","3,299062538","1958,6958205622","495,9656858858","109,640874562","23,3677124552","307,1329215494","743,6800842736","70,5419557378","3245,594360172","213,0353692663"
797,90,"2,0427717933","64,5174574283","2,6439578593","1927,7588046777","797,6675017817","150,3586045246","26,1107313029","271,4892900486","354,6818925314","70,5944613546","2462,7096831922","224,0998000962"
798,90,"4,1848418997","50,1086449349","1,5197319701","1958,3939935972","547,410574779","112,9121080173","23,1855288155","217,896467174","776,7882482902","73,4938901119","2657,9485232244","311,1282149455"
799,90,"6,7318569212","74,1093372865","3,0978365264","1954,917354112","703,7546677287","125,7999491138","25,0018981886","269,2518884984","538,9974270997","67,651768575","1844,0239263843","280,8548475062"
800,90,"6,4122910798","60,8785253571","3,1090847639","1847,0773997962","826,6998547946","188,0498978926","24,3361025177","277,8944266041","694,0839483769","71,7581064118","1494,2534515647","386,9034314309"
801,90,"9,9341056983","48,057205886","2,8857914898","2035,8514425265","989,8990155452","60,4961885541","21,4582802652","330,9272417453","326,6621478528","75,4254299832","2637,4306144129","233,1824589757"
802,90,"7,2754490207","65,2601397301","3,4496595783","2001,34908881","765,6007466381","122,4113207928","20,9473321598","272,1374179923","938,5363924193","72,9143070596","2056,8650126259","136,698387848"
803,90,"7,6289232505","52,4882653149","3,1496379543","1940,8756164556","813,5051776853","108,2671275876","23,6555771932","270,7785210728","799,8261512768","71,7021954563","2683,7183481479","138,2417167599"
804,90,"7,1841835863","67,0526278753","2,3986121162","1986,168146378","1014,9944216197","89,445177977","22,7107253257","293,6176547185","531,1506426561","70,3073266087","2256,858422721","262,0722872228"
805,90,"7,0100094875","66,1652292822","1,4241893126","1977,6216567906","123,7299790649","135,714224413","18,515894486","318,4363051588","171,6777755165","72,9660913453","2220,7335660345","131,8827376814"
806,90,"7,8590558192","64,358245702","3,9763818153","2052,0288899615","814,8429599745","110,6897745702","21,9326196342","351,7715015305","1012,2929440522","70,8664579591","3372,7711136215","192,4575183275"
807,90,"3,6557570506","41,3093512955","2,7915042954","1966,464629949","744,1061472257","121,607984239","22,6679955713","260,9155061537","585,4355814703","74,0780225341","3456,540675715","139,34992647"
808,90,"13,4849451024","51,3056209036","2,6659737765","2037,1857265625","508,1060579893","71,66655969","21,1075004606","254,3960014355","571,3772754803","68,9383678957","3121,457471984","199,6270479378"
809,90,"7,8933351582","55,0383570112","2,7449192217","1993,3769406574","543,2121251993","98,3211033478","23,9962586963","296,0649691414","822,9888912544","74,5222658649","2556,7706831919","227,7857052349"
810,90,"6,2367145891","50,031261061","2,7725126126","1978,1145308068","940,6917723404","106,5985328567","19,4554628073","248,2253859003","594,5529900174","76,5672776561","2524,7424171354","283,8114894"
811,90,"6,4318905667","53,8061193706","2,8698460442","1964,7494917655","376,5533400384","146,0980507134","20,6465683915","277,9387698903","735,0865408352","79,4504475646","2805,1585186899","309,7866673597"
812,90,"6,999142369","59,7398334632","3,1002906266","1946,7410331655","641,8462741152","76,3700181951","21,6688690406","340,2336274277","223,9793109697","74,7282722824","2564,8720489335","177,6090467011"
813,90,"6,5112278416","68,6644984395","3,6497388228","1976,14623899","712,3795725208","157,5413996904","22,7362007823","307,6507338135","432,2516359658","73,4232576731","2668,7389286052","204,8449696327"
814,90,"9,3140640687","50,8502833746","3,3318597574","1875,5428939278","563,9139301111","88,2955665963","19,2023192234","291,9085924164","314,3135398287","69,6892334431","2436,3977534084","238,7462026369"
815,90,"5,0304485573","66,5866692525","2,5388896804","1908,3937895312","877,2439683769","152,5034542262","21,9929538081","295,5295820839","508,4612146331","68,465096258","1849,1355108413","227,7793576549"
816,90,"5,0699310093","50,5778302492","2,9366736358","1867,0897011629","320,9197758359","76,9546093185","20,3208218356","317,5790602867","653,204832537","79,1431904131","2214,8185217177","218,1730794913"
817,90,"9,12944762","58,6051822018","2,2665278564","1999,6512775828","448,7723656916","110,4575190146","21,355316445","299,4288811382","660,4811557087","73,6908900625","3291,4234053421","323,8658450829"
818,90,"7,4080364584","54,0439495506","3,1976369571","1950,3053994484","707,9463058463","129,4071740489","23,9826743854","279,0115400882","281,4842221144","71,3387021898","1865,7815125863","278,3925112132"
819,90,"2,4195486996","55,3264063378","2,8872383422","2057,1845493885","238,8285087219","35,5996974062","20,3056103629","213,9888743067","338,2844868199","75,9670774049","2776,2096423957","200,7050961068"
820,90,"11,0463666453","68,112438766","0,5967828957","1930,3891723833","789,7982556241","64,8125805922","20,7492925334","264,8441688395","589,344540627","78,5986626067","2051,9583201445","307,3636392444"
821,90,"8,0565645216","56,3994033625","4,6626829349","2052,9207313923","625,3593211369","92,9222006921","20,1837788533","332,3884356238","661,4104865047","73,5978971385","2050,3296736892","230,2409273779"
822,90,"2,5924263565","39,3389767011","3,3671470273","2055,1209765214","713,0150261115","135,2844610664","19,3506505166","293,7303444625","854,6005283136","73,8733619521","2133,7231723189","276,8212401135"
823,90,"5,4168646707","45,7084802128","2,8783740053","1977,1265043618","753,2402544788","118,7537786878","21,4608169459","319,2498782326","558,7116294589","68,005771619","2294,2629128926","248,3446384902"
824,90,"9,0308724407","52,9623114478","2,8924815657","1973,1902952707","1098,6693581365","131,3918584233","23,4686082901","342,8523488688","830,0965736025","72,4036152772","2246,4220155686","277,5964473301"
825,90,"7,7636743798","48,8656210033","3,6880369425","1931,3781755189","489,6408313351","159,6291296793","20,3315338868","281,5346962839","425,715664157","69,0925193739","3064,3751608497","292,7372515149"
826,90,"4,512133015","70,8973694781","2,9507990817","2084,922931731","348,4446043395","130,2655254635","20,670512219","353,5558338606","308,7574733331","76,0605839029","2130,3907750903","105,9881380623"
827,90,"7,9364735692","59,6947382789","2,2333494108","2044,1022981114","1138,6949545954","131,6734863662","23,4748175591","273,5912813781","1116,675879114","77,6425227974","1785,8733680467","189,351785658"
828,90,"7,6104313323","51,6903741603","2,3614023675","1912,8459320874","847,0816139626","146,33894467","24,0722080139","243,1298164332","895,7598762122","76,8209329024","2560,5610275752","232,0539705998"
829,90,"5,4243383579","55,6082384137","1,829808555","1875,1879336984","1271,2951507695","133,9888593802","24,6343464926","291,7012069967","316,6666915866","75,8002760874","2822,5123493341","241,1397874077"
830,90,"7,9611927842","66,7597271808","4,2344730183","2008,6728876918","1225,504882306","133,26014836","23,5120141724","329,5576253742","336,0556251395","75,4601291602","2892,6390151289","184,8896660247"
831,90,"10,0671231646","56,0378864744","2,4261299966","1921,9878714395","1225,7997167678","116,3858609466","28,8489016192","318,7239538714","682,4060691335","78,9606926508","2483,7270631953","259,7773469954"
832,90,"3,9864787669","66,0399152178","2,9924194781","2000,5964558668","462,73986699","121,978067632","21,1161763881","186,5086127783","339,3515549577","72,9047729598","2299,6759775374","290,125624201"
833,90,"5,9501178086","67,2750230866","2,3162346617","1961,4761594135","949,1196342894","92,4836189344","24,0340107701","278,6559034893","431,1744307133","77,1904519284","2751,2356708339","221,8392042334"
834,90,"5,4311346574","63,4927958744","1,9681001177","1964,7215772644","621,5432496775","157,1206470671","27,5213411896","303,3522911063","826,2793585608","73,7179903426","2825,1097427162","118,4619741175"
835,90,"11,7044040572","53,7441926771","2,4562612115","1984,9540303063","624,8484909585","130,9126080101","23,9621653802","246,9684122112","276,8270199454","73,1371888079","2150,8288334192","126,9669982199"
836,90,"9,342773222","72,2452420552","4,6728229171","1930,5695372247","1051,6854554174","108,6933147623","26,7986072804","273,0179025579","403,7266203177","72,4928337096","2649,3604491697","265,2705039223"
837,90,"3,715390743","55,7476087169","0,9867460265","1998,0584730007","1048,8009521534","137,936242555","28,9550943746","292,9863303253","341,5762215319","71,673907167","2754,5158794652","163,6844929188"
838,90,"10,3873810803","52,7616788817","3,9907939067","2018,2312125487","710,8314255839","101,9038357817","21,1955266117","227,5641044072","700,659836565","73,5504330911","2647,5880581672","239,0960870302"
839,90,"5,7317484851","58,8721005701","1,4976876831","1990,0084783128","888,5169368862","80,9223747803","17,9243288259","233,1307383197","440,0070013818","70,8607361511","1841,0044094704","244,7152167123"
840,90,"6,7559349889","58,5602707119","2,9704554302","2020,4291597297","381,4459020475","181,8284477949","20,7282143796","291,4993945768","223,6503519484","70,4378778594","2839,5297989702","198,2380290609"
841,90,"11,0620697546","59,789096244","3,2790226413","1910,4314455033","1098,399303966","122,2348570242","23,3416820254","325,8793831164","484,3969275304","76,8615029566","2103,2357321953","233,7393959744"
842,90,"8,5847997555","43,918628523","2,3228006978","1959,0852278027","427,9890655643","151,4743571547","21,1050170854","331,720071131","33,6841800861","72,0469523743","2342,2542020811","324,9564305128"
843,90,"8,7027148253","61,5605206911","2,4003025923","1984,9917576389","363,4299438324","119,7102692207","22,1328471063","306,4648843373","850,294488093","66,9272047007","1824,8443705986","238,0647181302"
844,90,"3,6157792699","48,5859360356","5,120368478","1940,4211632495","415,6945643007","91,6690422922","19,0457988794","308,3170999762","414,9520775483","68,1413139271","2149,9746874764","200,6193623489"
845,90,"3,1985459147","53,7589408889","2,9773483189","2158,7948358948","923,3450177015","155,2242113146","25,3971308863","262,3255184966","315,1957118595","73,4953500991","2978,1439387355","207,6620297375"
846,90,"12,1243106348","49,7251992677","2,8931009705","1978,941317981","1117,4843570187","116,7965854518","19,4843660622","288,247731867","350,4394536187","72,3920508476","2460,9974178314","207,5561708554"
847,90,"12,656475304","59,4743308398","1,0478443716","1966,1424477575","656,2517164726","63,6523017444","26,5164685058","282,8362635007","824,4888156406","70,1194787795","2124,0334997342","262,3496217938"
848,90,"7,7738392633","65,7506795819","3,6555738999","1926,7363308622","498,5964287283","123,1598035724","20,1739820505","285,1373853471","826,6642743857","75,6916918771","2686,6012787078","130,7800707138"
849,90,"9,785760649","60,9205232396","2,9790435951","1906,2502648839","676,899816452","111,1663005762","20,045988339","293,817554965","83,3010030601","71,120102132","3099,2806138396","164,3653148589"
850,90,"6,4469669327","56,8228697281","4,0746914721","2143,7295699472","614,9515064794","91,1694213323","24,9372315413","251,838151156","345,4011716011","70,8017490685","2683,8439827776","325,3039260407"
851,90,"4,4340055415","52,984731829","2,5811293345","1981,4602776799","438,7733271468","147,5550960242","27,3415177031","218,879859027","160,9717043332","71,9930606878","2999,5499451791","264,1671916906"
852,90,"6,0744202245","48,8180818201","2,0409305721","2020,1083843705","269,6329180114","150,7097628485","24,272300059","296,9960237243","105,6730169558","75,2337366572","1961,4727585312","234,1983506526"
853,90,"9,0830870842","51,911681233","1,8108615764","2047,6141943049","1152,6081258004","148,4221470374","22,5769499967","285,256142686","218,644197109","70,238830714","2301,4934908669","269,5173457796"
854,90,"5,8716793791","56,8913118996","3,0420546365","1877,8867844795","933,7478725836","129,8217125476","24,3518096689","255,6849442135","191,9704475989","74,0068161724","2336,3236722758","298,07435582"
855,90,"7,3619768476","64,311939181","1,2986670678","2093,9424364479","895,9892792095","112,4557769562","19,7945329592","258,7993456323","322,7902055615","73,4937493592","2736,7827131104","196,8705024196"
856,90,"9,0060657605","65,732709173","2,5495589734","1958,6536942485","257,6033037053","138,7643992784","21,1321545289","275,171344974","613,5323774015","70,32125394","1510,8606915579","257,7683880981"
857,90,"9,5708237367","64,6220015067","3,3594415503","2045,0996433354","316,2000686841","122,610841547","23,9806065214","306,5607973701","372,3526536157","71,924494783","2258,4796001872","234,0301706347"
858,90,"4,6924408445","50,8585415125","3,1332529472","1987,3113726615","749,0860413643","70,6828274087","22,4073087902","307,6982133313","399,3136835091","73,9093830358","1188,3074180636","150,14448521"
859,90,"8,6137760193","49,6369520532","1,6377592207","1994,0893951752","1501,9159690194","106,7030678001","22,0869398204","277,2719153607","390,5920626421","74,2550456035","2275,2431936398","159,7646396788"
860,90,"7,8568300726","60,1998355341","2,6497482567","1852,6224465087","810,2502254919","119,3442561229","21,1893710892","280,116041712","1182,3261122288","72,5588121192","2479,1497453511","333,307539792"
861,90,"4,9941432187","60,9035305675","0,875457631","2021,3549183375","844,5937352732","79,1994038907","23,1123726391","251,4901264239","6,7792552588","72,098615436","2793,1153644234","143,9088786453"
862,90,"3,4439562328","74,8278727108","2,8495416085","1894,9613500061","604,4778435232","85,0260925661","20,5529996687","259,48632745","322,5255903997","70,1863632365","2780,4365893224","147,7725567564"
863,90,"10,5459740677","52,5051973402","3,7108948922","1894,9741522225","440,4096540934","92,2288256535","25,6108977257","189,2083921456","753,1440556777","68,7618104073","2003,3186209086","160,7446605352"
864,90,"9,0740716635","41,2293275886","1,2355442363","1850,4735096117","1159,930707264","82,8654800947","21,6887382368","292,7381190673","611,4054894294","72,1215532956","2190,4664684548","195,3968951059"
865,90,"7,3436512549","61,0016569217","3,1899705659","2019,7060551988","1102,2965884306","167,1940478079","18,4372706829","346,6583386812","143,2369475505","67,6264155772","1985,2645083482","199,3998190278"
866,90,"8,0942924922","64,7987833323","4,4875378448","2038,1941856244","790,2101191384","105,3041248612","19,8488283519","270,67940036","451,3097703992","77,0615545855","1851,18655633","240,18521455"
867,90,"8,8883429386","51,8119052803","4,7483155232","2082,6209626777","594,4027274219","190,3181072093","22,2228271426","269,840299553","372,3337164916","76,5014519209","3197,8314981355","190,8752790162"
868,90,"9,6700769978","54,8239893137","1,0198298732","1967,4813442459","846,4484538696","107,2073804102","18,0831151453","324,9829191773","267,1475257243","67,7289672526","2574,6034434471","256,106132614"
869,90,"6,7848420076","66,5395784361","2,6399308693","1907,2731748206","918,9259468448","118,9133381699","22,2833686702","293,8199735815","494,3996983259","74,6286844155","3466,0970427479","201,9340288046"
870,90,"4,8848372327","57,5651879054","4,2714693404","2054,5703649436","1215,9477309748","110,6137299533","25,8322293304","343,5844987834","443,401141636","74,9433290819","2573,6381206687","254,3807644272"
871,90,"1,7633238366","72,8250022841","1,7128948852","1843,9682850648","934,531371262","90,8273070046","21,7138491833","286,8906687428","209,364500691","71,8101459184","2605,4640644546","238,3216527787"
872,90,"6,983436416","54,9041216674","2,7265671041","2123,4611649586","1338,8808310575","72,6604137092","21,9823266344","223,9855663766","277,0933627403","72,9584158205","2298,0768320707","167,1656266182"
873,90,"7,0942432653","71,5257003378","4,4841345763","1740,6574956911","984,2879506805","61,1055685065","22,552745973","310,232466268","98,9351922683","74,8249927336","2127,3877621743","243,620388684"
874,90,"9,0763420355","59,9399444691","3,3028694119","1926,4967314541","698,9388165913","121,6628038665","20,5768978656","315,0277838885","664,3069054673","73,9461076391","3313,821915392","186,5286220134"
875,90,"7,0830128095","68,4036598502","1,7269061723","1942,9499978327","762,6859516466","118,0507642089","19,3716139571","318,6629238239","288,1301972195","72,5016106904","2323,0330821608","211,8687242712"
876,90,"6,5064213107","62,6612686291","2,8019897254","2041,2752127287","587,064755751","114,7304526391","22,4636836478","331,0260248816","870,2423598535","69,3034460065","2259,7842693135","221,2400096159"
877,90,"8,5959676102","47,8237101643","5,4555661783","2099,9730706476","1249,6725564243","108,6766127777","20,171757311","223,5166099432","467,6451480322","66,6574953921","2317,2687431153","219,7332278778"
878,90,"9,2279245763","46,419165137","3,9047060788","2066,2081912704","175,4633342492","145,4064996732","19,9528498567","340,5162217879","669,4535559318","73,8742785408","1756,7538015893","159,6497421388"
879,90,"10,7698122406","60,8006724087","2,4787391418","1865,2319195832","690,5579797215","125,1642502638","18,6073062124","294,5576676135","279,0271761331","74,78684521","1889,5991572668","258,7447677142"
880,90,"7,5478158399","52,7769958693","2,33785138","1949,6986847289","618,1242714049","141,1815640773","18,9094103554","220,7080929016","811,5400175945","69,2012223552","3329,3375378211","212,2595118249"
881,90,"7,2598535769","62,7284658277","4,8643166842","1924,1128274942","915,4691417729","98,4446758417","23,4184924389","301,9414005077","132,3548409736","69,6126175918","2152,1277627361","130,6582151836"
882,90,"6,3501639702","64,9168308685","3,5082510641","1957,8832383012","1352,3209255022","127,2863498897","22,1299232249","309,0627186623","331,7998001074","71,9986905453","2699,0167211682","223,536269073"
883,90,"4,3147738928","51,9792371871","3,1752031922","2017,6684182737","429,3150875884","120,4592416855","18,8881797696","221,6238188392","549,9961913454","71,5549911227","2616,864265182","237,0390869289"
884,90,"4,0884606884","50,8600967413","3,5362297921","1813,6841136028","37,9545950173","135,8676817907","18,8388447404","262,0028518057","42,4060851643","76,8500582873","2505,5404489647","205,0747408349"
885,90,"3,6404964434","50,2806446096","3,3505385332","1964,8647755996","1140,3916836964","96,8128972762","21,5721276034","284,7812601645","887,7968283148","72,8713223989","2412,6822935607","283,5651459205"
886,90,"5,7030586216","42,771427981","1,8851738638","1907,2314910383","320,046186511","133,790192811","18,7892871743","357,2747931006","202,5853860361","75,5298357136","2882,451194681","238,7376030722"
887,90,"6,2818310905","59,2266274616","2,6555874718","2043,9897806508","418,8532422321","96,2362719838","21,9464165507","310,2901063128","734,4419510786","71,9716687153","2702,3944456607","256,2220744344"
888,90,"10,0305053253","67,9713450152","3,4999590642","1907,2195140492","1075,7967116973","85,6718882608","19,1171455617","348,4748265017","710,7319355135","70,1490792648","2502,0383748313","337,7828081611"
889,90,"7,4723582727","56,6532532654","4,4119736387","1897,7858908096","654,5329835299","104,2679118817","27,4527273522","271,364108545","525,6430786809","70,2005529532","3088,2223206456","305,7190834663"
890,90,"8,2997203202","59,5635949926","0,927840695","1952,8573895572","304,0583138726","105,9384493661","24,791859149","318,1405190785","386,7892366701","72,221529057","2640,1869032256","84,4901293002"
891,90,"7,199269459","65,2916303968","1,5457076949","1964,1154227387","1163,3821142296","134,5593274905","21,0276088394","251,316137017","856,4519765861","67,2940770282","2577,2974480463","173,4520903428"
892,90,"8,7454186682","50,3233422157","3,4346317828","1881,3628585536","832,68172686","126,1634456351","16,6675317918","292,0117417128","125,9133352859","67,2360992663","2363,3980597957","198,320944855"
893,90,"5,7352995802","63,9508946615","2,624045278","1914,4934583604","754,4791021416","143,0160760885","25,8975797424","288,3437423599","716,9294972941","76,3712676429","2468,4916114063","173,1500185616"
894,90,"7,1452838415","43,4265282696","1,2419028504","1941,7193540509","1099,2109997225","120,842759873","15,8816675122","354,3945468982","280,4730060217","70,4933337551","2599,8203835776","171,9441347624"
895,90,"7,0190538414","68,9734143779","5,3141436851","1989,694081788","1101,5764842522","97,6061118936","23,2932915771","337,2239095444","858,256084114","74,62628303","1838,4127073062","179,5814592771"
896,90,"7,6957062882","47,170553621","3,8640348646","1954,3945362102","501,7275765644","51,1359789272","24,1754709951","206,7947365385","182,4263829569","77,8182029068","2311,3955807701","125,4917630388"
897,90,"5,8386427124","73,3453287626","3,134921642","1952,4778821887","875,4478745336","41,4291389933","22,4580228336","288,3121235695","155,6382288249","72,686247526","3693,676531488","90,5461467134"
898,90,"4,7481293404","59,1427904083","1,6868852091","2079,4830997995","523,7359657504","88,9402846013","20,4690487186","370,3042327605","336,3401015253","74,1913375212","1793,4737544638","126,4118656282"
899,90,"3,4987449193","50,4557099993","1,5831175096","1898,6997705737","855,3444228504","81,2929659379","18,4351990219","338,1367212054","488,4221562725","79,5687814096","2429,61935645","295,74517966"
900,90,"8,6971750513","70,5239262065","1,6269458056","2041,0090293809","1121,83309076","109,4108858952","24,1893510621","290,5335470455","345,7367231253","74,713688034","2045,5871536466","230,6811367932"
901,90,"4,7217702368","56,0839067824","3,395714728","1935,1899019466","356,3981320664","79,6531911746","23,0697051812","251,9235573496","451,3130451458","70,7905025295","1633,4274662023","246,0862178133"
902,90,"7,6837379881","58,4700050663","2,4339105323","2015,6373812836","782,5116516161","95,6790903921","23,0028431432","247,7339613983","460,7211255686","74,5929092009","2240,7999222495","236,868483176"
903,90,"9,8354413633","50,3250255983","3,0523545618","1922,4470777518","136,4218775408","47,2266530548","21,0019222918","294,9063512874","1058,858769789","80,2396088698","2685,9554907031","330,2068090718"
904,90,"5,5355073346","70,6748042158","1,8609693658","1962,0709884652","911,7048354538","129,7260548872","23,5205788412","193,8200018259","278,0863936932","72,3068801841","2367,0077293334","195,3763901962"
905,90,"11,4231364953","58,7907147922","4,0838638176","2038,9060464975","772,6860046308","101,8598205653","25,2767953044","224,3893524525","716,9236379615","78,8609385536","1911,1620878597","276,6382813972"
906,90,"2,8056276189","53,7919491895","4,6995498217","1961,7652911603","142,2424683256","145,8487525642","21,7625976717","319,2039385638","610,2360564995","72,6489160968","2253,6841445121","191,2133560727"
907,90,"4,9768866489","67,1100680704","4,1174966505","1960,3444684931","868,6246804001","80,6512838412","23,5136668149","294,7500317809","894,9422321979","76,2596613208","3171,8165213752","319,5952408576"
908,90,"4,6034464281","54,4693807047","2,6563573198","2059,6393843262","914,5082359628","152,4746079859","24,4297494441","353,8063493881","710,8486872256","73,2647345442","2354,8305985105","208,3785080055"
909,90,"7,52064518","66,6188482449","3,0245167588","1982,2692063077","692,9011015411","72,2542696658","25,4563618364","221,8184188285","406,6069136915","77,1527666411","2213,6746031113","230,0140202211"
910,90,"6,3926401159","53,4891586719","3,6831899412","2099,6925939097","243,778491416","70,3589550093","25,4063639794","256,6274371073","484,8745722187","70,6014392089","2394,1385551072","207,6909514646"
911,90,"7,3820233255","63,0709028058","3,2465391868","2057,091178441","738,9571669501","143,639639015","24,9256071488","325,004866571","379,8734387102","72,0550864327","2370,5705176278","201,2218691201"
912,90,"7,7755571839","68,6078404102","4,3593633753","1997,8963648728","528,5294152747","127,5722187094","23,2826009235","328,5124048307","272,6325061073","72,04387109","2264,5923260755","162,2406787941"
913,90,"10,81530885","43,7365015882","3,3491101727","1891,8526970835","961,4890894251","112,3215901827","25,6141290644","291,6773736674","144,4120680442","72,6384839602","2402,021082583","144,2688393081"
914,90,"7,5561895091","57,8275223589","1,0932081217","2042,8167805706","579,4545904825","172,5705385136","25,8917902629","324,0660575968","778,1969665805","70,4347666103","3144,4828716561","97,2693137354"
915,90,"6,0960993822","58,5722817285","4,5290724425","1816,4006061108","428,9243821501","138,3484104591","24,7577752841","233,7246151373","530,5913167443","76,8238415376","2973,0532467993","132,5509160323"
916,90,"7,2438103136","59,8246023269","2,1506795652","1977,5862900773","837,1776387066","110,2547699124","21,1097511491","285,8968123312","111,3785515291","71,6063397938","3295,9355646804","279,1533382237"
917,90,"5,8203276813","64,9730914182","2,8625445985","2035,5238850183","1181,575818856","121,6438301332","24,1046296407","256,7175039127","778,0253639536","69,2928470749","2374,6388126841","157,9335756118"
918,90,"11,4954783267","58,8431972693","1,6514440511","1731,764635096","664,0589234129","103,299033942","22,6257327235","314,8636964223","731,0025511078","71,915251529","2368,576114013","208,2934920224"
919,90,"6,6245298479","66,9589413073","2,0303400409","1960,6574252268","914,4397847736","119,615352065","23,3250016745","227,1477875192","86,2528747231","72,9519146818","1966,5658503282","76,0230746542"
920,90,"8,5861204455","57,315247322","1,3047152446","2033,8354769947","308,357686029","58,2429326673","22,118428565","250,8970459896","352,6904788263","71,8603625023","2823,012188547","299,1119068457"
921,90,"3,3108506103","56,7701916774","2,4151636836","2026,0750446463","1008,8216896883","102,123869867","21,9843060662","296,3370045239","369,3994832106","71,5584394553","2054,7968100452","145,752673548"
922,90,"5,6596689129","58,863854628","3,2813598807","1971,1745500612","1033,5274242275","131,0879693852","18,4127275925","208,6393219393","752,0874545823","71,4500767299","2975,9217216224","219,8856131002"
923,90,"6,0767557959","75,4356874285","2,9182888547","1995,9117170095","372,4370418672","99,6113759568","18,7422876767","290,5879312828","759,9973414513","70,4942641741","2658,4182530357","259,2694903342"
924,90,"6,7594236201","60,8886203449","1,862875174","1993,6625754534","102,4900245619","142,7972709349","24,1542248166","354,8900735763","26,0539407171","74,5537264369","2100,6027323643","211,743889594"
925,90,"6,2319922059","59,2390524914","0,8270157158","1920,0513126314","753,4657766812","106,7906249653","21,2037693803","270,2443423437","260,4792161415","74,9954394777","1646,2205924122","188,6284127125"
926,90,"7,0392488137","43,9261188008","2,5202071363","1913,8499052445","785,0814992019","136,9060796803","22,0874539902","219,076489068","340,8397019078","73,6020429445","2729,891656265","182,1932800611"
927,90,"6,9393514878","57,6703008447","3,582426284","1981,6256285341","130,0174043942","91,4797211848","18,6860476884","257,6836161185","505,951020642","71,4717835033","2925,7997302608","187,1349228131"
